,brand,store,sido,gungu,address,phone,chicken
389,cheogajip,인후점,전북,전주시,"전북 전주시 덕진구 거북바우로 148, 1층(인후동2가)",063-245-9288,처갓집
390,cheogajip,아라점,제주특별자치도,제주시,제주특별자치도 제주시 아란8길 16,064-724-3303,처갓집
391,cheogajip,호암점,충청북도,충주시,충청북도 충주시 호암동1216,043-853-7001,처갓집
392,cheogajip,보라점,경기도,용인시,경기도 용인시 기흥구 사은로84번길 10,031-287-0804,처갓집
393,cheogajip,신월점,서울특별시,양천구,서울특별시 양천구 화곡로3길 3,02-2604-9978,처갓집
394,cheogajip,창전점,경기도,이천시,경기도 이천시 창전동451-28,031-631-4950,처갓집
395,cheogajip,아중점,전북,전주시,전북 전주시 덕진구 석소로 9-6,063-244-9282,처갓집
396,cheogajip,평화점,전북,전주시,전북 전주시 완산구 평화18길 23-10,063-221-9232,처갓집
397,cheogajip,신시가지점,전북,전주시,전북 전주시 완산구 후곡길 23-9,063-222-9288,처갓집
398,cheogajip,나주혁신점,전남,나주시,전남 나주시 배멧2길 39 로데오 빌딩 101호,061-336-9281,처갓집
399,cheogajip,보성점,전라남도,보성군,전라남도 보성군 보성읍 주봉리 398,061-853-8592,처갓집
400,cheogajip,서충주기업도시점,충북,충주시,충북 충주시 중앙탑면 원앙 9길 10 C동 1층 109호 (코아루 더 테라스상가),043-845-1030,처갓집
401,cheogajip,단양점,충북,단양군,충북 단양군 단양읍 상진 13길 11,043-421-1236,처갓집
402,cheogajip,공주신관점,충청남도,공주시,"충청남도 공주시 신금2길 17, 1층 104호",041-853-9285,처갓집
403,cheogajip,민락코스트코점,경기,의정부시,"경기 의정부시 용민로 469 , 107호",031-851-5592,처갓집
404,cheogajip,묵현점,경기,남양주시,경기 남양주시 화도읍 먹갓로 28번길 5,031-595-0081,처갓집
405,cheogajip,사동계양점,경상북도,경산시,경상북도 경산시 원효로32길 10,053-813-4089,처갓집
406,cheogajip,국우점,대구광역시,북구,대구광역시 북구 학남로 99 A동 102호,053-322-0099,처갓집
407,cheogajip,용흥점,경상북도,포항시,경상북도 포항시 북구 새마을로 88 1층,054-253-9979,처갓집
408,cheogajip,동천점,경상북도,경주시,경상북도 경주시 대안길 39-2,054-745-3379,처갓집
409,cheogajip,호미지구점,충청북도,청주시,충청북도 청주시 상당구 수영로360,043-295-6600,처갓집
410,cheogajip,장지점,경기도,광주시,경기도 광주시 순암로55,031-767-0522,처갓집
411,cheogajip,영등포점,서울특별시,영등포구,서울특별시 영등포구 영등포동7가 203,02-2675-7377,처갓집
412,cheogajip,신창점,충청남도,아산시,충청남도 아산시 신창면 행목로217,041-545-9989,처갓집
413,cheogajip,한숲시티점,경기도,용인시,경기도 용인시 처인구 남사면 한숲로 45,031-335-6661,처갓집
414,cheogajip,토당점,경기도,고양시,경기도 고양시 덕양구 토당로125,031-971-0311,처갓집
415,cheogajip,평택역점,경기도,평택시,경기도 평택시 평택동 292,031-652-9285,처갓집
416,cheogajip,서귀포점,서귀포시,이중섭로,서귀포시 이중섭로 11,064-763-9982,처갓집
417,cheogajip,제주삼양점,제주시,일주동로,제주시 일주동로 378,064-727-9991,처갓집
418,cheogajip,이도점,제주시,승천로89,제주시 승천로89,064-727-6868,처갓집
419,cheogajip,제주연동점,제주시,사장2길31,제주시 사장2길31,064-742-7792,처갓집
420,cheogajip,용담점,제주시,용문로,제주시 용문로 162,064-712-5006,처갓집
421,cheogajip,범일점,부산광역시,동구,부산광역시 동구 범상로 23 (범일동),051-636-1923,처갓집
422,cheogajip,성내점,서울특별시,강동구,서울특별시 강동구 성내동 434-6,02-482-9992,처갓집
423,cheogajip,서면1호점,부산광역시,부산진구,"부산광역시 부산진구 새싹로 41-1 , 1층(부전동",051-802-9250,처갓집
424,cheogajip,세마점,경기도,오산시,경기도 오산시 양산동 673-3,031-373-9212,처갓집
425,cheogajip,일도점,제주특별자치도,제주시,제주특별자치도 제주시 일도2동 402-26,064-723-7075,처갓집
426,cheogajip,성성점,충청남도,천안시,충청남도 천안시 서북구 성성9로 7,041-621-1117,처갓집
427,cheogajip,생초점,경상남도,산청군,경상남도 산청군 생초면 새실로3,055-973-7702,처갓집
428,cheogajip,서산시청점,충청남도,서산시,충청남도 서산시 고운로142,041-668-1788,처갓집
429,cheogajip,원당점,인천광역시,서구,인천광역시 서구 고산후로121번길 15,032-562-4555,처갓집
430,cheogajip,상암점,서울특별시,마포구,서울특별시 마포구 성암로79,02-374-9374,처갓집
431,cheogajip,도봉점,서울특별시,도봉구,서울특별시 도봉구 마들로28길 58,02-3491-9282,처갓집
432,cheogajip,파장점,경기도,수원시,경기도 수원시 장안구 파장천로 6,031-245-8818,처갓집
433,cheogajip,중산점,울산광역시,북구,"울산광역시 북구 중산로 7, 지상1층 (중산동)",052-291-3005,처갓집
434,cheogajip,충북청천점,충청북도,괴산군,충청북도 괴산군 청천면 청천2길 5,043-832-1986,처갓집
435,cheogajip,상도터미널점,경상북도,포항시,경상북도 포항시 남구 중흥로100번길 10,054-262-5001,처갓집
436,cheogajip,노형점,제주특별자치도,제주시,제주특별자치도 제주시 월랑북길10,064-742-3330,처갓집
437,cheogajip,까치산점,서울특별시,강서구,서울특별시 강서구 강서로17길 35,02-2696-1226,처갓집
438,cheogajip,북아현점,서울특별시,서대문구,서울특별시 서대문구 경기대로9길 81 (충정로 3가),02-364-9282,처갓집
439,cheogajip,홍제점,서울특별시,서대문구,서울특별시 서대문구 통일로39가길 57,02-396-2560,처갓집
440,cheogajip,안암점,서울특별시,성북구,서울특별시 성북구 고려대로13길 43,02-929-2975,처갓집
441,cheogajip,상계점,서울특별시,노원구,서울특별시 노원구 상계로23다길 5,02-951-2367,처갓집
442,cheogajip,증산점,경남,양산시,경남 양산시 물금읍 새실2길 13,055-383-9242,처갓집
443,cheogajip,옥산점,경상북도,경산시,경상북도 경산시 성암로 7길 8 A동  105호,054-812-9211,처갓집
444,cheogajip,이동점,경상북도,포항시,"경상북도 포항시 남구 대이로 145, 102호",054-275-2922,처갓집
445,cheogajip,유천오류점,대전광역시,중구,대전광역시 중구 계백로 1603번길 28-6 1층(유천동),042-523-0077,처갓집
446,cheogajip,운양점,경기도,김포시,경기도 김포시 김포한강11로 38,031-987-1089,처갓집
447,cheogajip,교동점,경남,양산시,경남 양산시 교동 245-2  협성강변타운 제상가 104동 101호,055-382-1772,처갓집
448,cheogajip,송도점,부산광역시,서구,"부산광역시 서구 충무대로 34, 상가동 2층 2-2호",051-241-3066,처갓집
449,cheogajip,용마산점,서울특별시,중랑구,서울특별시 중랑구 용마산로109길 24 (망우동),02-494-7878,처갓집
450,cheogajip,장안점,서울특별시,동대문구,서울특별시 동대문구 답십리로68길 67,02-2217-0011,처갓집
451,cheogajip,새솔점,경기도,화성시,경기도 화성시 수노을2로 36,031-355-5190,처갓집
452,cheogajip,대림동산점,경기도,안성시,경기도 안성시 공도읍 대림동산길55,031-618-9977,처갓집
453,cheogajip,강일점,서울특별시,강동구,서울특별시 강동구 강일동 676-1,02-429-8999,처갓집
454,cheogajip,삼학점,전남,목포시,"전남 목포시 둥근섬로 54번길 14, 1층(산정동)",061-242-9282,처갓집
455,cheogajip,명지오션시티점,부산광역시,강서구,"부산광역시 강서구 명지오션시티10로 114,",051-294-0399,처갓집
456,cheogajip,서대신점,부산광역시,서구,부산광역시 서구 대영로38번길 11(서대신동1가),051-246-4988,처갓집
457,cheogajip,김량장점,경기도,용인시,경기도 용인시 처인구 김량장동 295-1,031-338-8892,처갓집
458,cheogajip,내손갈뫼점,경기도,의왕시,경기도 의왕시 내손동 741-1,031-424-8280,처갓집
459,cheogajip,고림점,경기도,용인시,경기도 용인시 처인구 고림동 1005,031-322-9980,처갓집
460,cheogajip,정관방곡점,부산광역시,기장군,"부산광역시 기장군 정관읍 방곡3로 18-1 , 1층",051-727-6076,처갓집
461,cheogajip,수원정자점,경기도,수원시,경기도 수원시 장안구 정자동 874-1,031-269-1001,처갓집
462,cheogajip,등촌역점,서울특별시,양천구,서울특별시 양천구 목동 960,02-2644-2929,처갓집
463,cheogajip,포승점,경기도,평택시,경기도 평택시 포승읍 여술로74,031-682-6564,처갓집
464,cheogajip,인천논현2점,인천광역시,남동구,인천광역시 남동구 논현동 593-8,032-427-5585,처갓집
465,cheogajip,충무로점,서울특별시,중구,서울특별시 중구 퇴계로 179-1,02-2285-3685,처갓집
466,cheogajip,신촌점,서울특별시,서대문구,서울특별시 서대문구 성산로22길36,02-3141-1367,처갓집
467,cheogajip,창우점,경기도,하남시,경기도 하남시 대청로119-1,031-795-9253,처갓집
468,cheogajip,미사역점,경기도,하남시,경기도 하남시 미사강변중앙로173,031-792-9394,처갓집
469,cheogajip,신성자운점,대전,유성구,"대전 유성구 신성로77, 1층 (신성동)",042-867-7778,처갓집
470,cheogajip,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 읍마북로 13,033-343-7773,처갓집
471,cheogajip,영월점,강원도,영월군,강원도 영월군 영월읍 은행나무5길 41,033-372-9333,처갓집
472,cheogajip,송지호점,강원도,고성군,강원도 고성군 오호길 18,033-638-5525,처갓집
473,cheogajip,반곡혁신점,강원도,원주시,강원도 원주시 양지로 160-2(반곡동),033-746-0909,처갓집
474,cheogajip,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장 1길 35,033-735-9860,처갓집
475,cheogajip,케이준 철산한신점,경기도,광명시,경기도 광명시 철망산로 87,02-2611-0199,처갓집
476,cheogajip,케이준 원곡점,경기도,안산시,경기도 안산시 단원구 지곡로1안길 12,031-494-8242,처갓집
477,cheogajip,오포점,경기도,광주시,경기도 광주시 오포읍 양벌로 315,031-765-9989,처갓집
478,cheogajip,케이준 소하점,경기도,광명시,경기도 광명시 성채안로 26,02-897-9245,처갓집
479,cheogajip,케이준 부천상동점,경기도,부천시,경기도 부천시 상동 559-3,032-321-9282,처갓집
480,cheogajip,케이준 본오점,경기도,안산시,경기도 안산시 상록구 본오동 827-8,031-406-9235,처갓집
481,cheogajip,동백점,경기도,용인시,경기도 용인시 기흥구 동백3로 11번길 12,031-274-9299,처갓집
482,cheogajip,초월점,경기도,광주시,경기도 광주시 초월읍 대쌍령리 191-6,031-766-1578,처갓집
483,cheogajip,오천점,경기도,이천시,경기도 이천시 마장면 오천리 297-5,031-632-4543,처갓집
484,cheogajip,안산사동점,경기도,안산시,경기도 안산시 상록구 사동 1397-1,031-416-9982,처갓집
485,cheogajip,연산점,부산광역시,연제구,부산광역시 연제구 월드컵대로 109 1층(연산동),051-852-8292,처갓집
486,cheogajip,약대점,경기도,부천시,경기도 부천시 약대동 216-1,032-321-9289,처갓집
487,cheogajip,삼정점,경상남도,김해시,"경상남도 김해시 활천로 36번길 46, 1층(삼정동)",055-331-5533,처갓집
488,cheogajip,역곡점,경기도,부천시,경기도 부천시 안곡로 279번길 42,032-347-9288,처갓집
489,cheogajip,운서점,인천광역시,중구,인천광역시 중구 신도시남로 66,032-751-0070,처갓집
490,cheogajip,왕십리점,서울특별시,성동구,서울특별시 성동구 마장로23길 7,02-6084-9283,처갓집
491,cheogajip,이문점,서울특별시,동대문구,서울특별시 동대문구 신이문로23길 23,02-964-0132,처갓집
492,cheogajip,독산2점,서울특별시,금천구,서울특별시 금천구 시흥대로 90길 32-8,02-892-7770,처갓집
493,cheogajip,도안가수원점,대전광역시,서구,대전광역시 서구 가수원동 913,042-542-9283,처갓집
494,cheogajip,두호점,경상북도,포항시,경상북도 포항시 북구 새천년대로1076번길 21 효암빌딩1층,054-251-9933,처갓집
495,cheogajip,숭의점,인천광역시,미추홀구,인천광역시 미추홀구 장천로 80,032-888-0977,처갓집
496,cheogajip,오태북삼점,경상북도,구미시,"경상북도 구미시 금오대로14길 32, 102호",054-464-7006,처갓집
497,cheogajip,인천갈산점,인천광역시,부평구,인천광역시 부평구 주부토로 172번길 34 (갈산동),032-515-3557,처갓집
498,cheogajip,갈현점,서울특별시,은평구,"서울특별시 은평구 갈현로 236, 1층 좌측호(갈현동)",02-384-7171,처갓집
499,cheogajip,효창점,서울특별시,용산구,서울특별시 용산구 백범로77길 14 (원효로 1가),02-703-9271,처갓집
500,cheogajip,율전점,경기도,수원시,경기도 수원시 장안구 율전동 360-9,031-295-9282,처갓집
501,cheogajip,송도2점,인천광역시,연수구,인천광역시 연수구 송도문화로 28번길 28 (송도동),032-816-7282,처갓집
502,cheogajip,남원점,전북,남원시,"전북 남원시 용성로 207,상가동1층 114호(도통동)",063-635-9282,처갓집
503,cheogajip,센텀시티점,부산광역시,해운대구,"부산광역시 해운대구 센텀중앙로 145, 상가3동 1층 103호(재송동,더샵센텀파크1차아파트)",051-741-8282,처갓집
504,cheogajip,남외점,울산광역시,중구,"울산광역시 중구 남외로 86, 104동 103호 (남외동,삼일아파트 상가)",052-294-7992,처갓집
505,cheogajip,대현점,대구광역시,북구,대구광역시 북구 대현로 118,053-955-9288,처갓집
506,cheogajip,울산대점,울산광역시,남구,"울산광역시 남구 대학로 94번길 5-3, 2층 (무거동)",052-277-2633,처갓집
507,cheogajip,수암점,울산광역시,남구,울산광역시 남구 수암로115번길 6-1,052-260-1566,처갓집
508,cheogajip,상록점,경기도,안산시,경기도 안산시 상록구 서암로4길 20-1 (사동),031-406-8300,처갓집
509,cheogajip,죽전점,경기도,용인시,경기도 용인시 수지구 현암로76,031-896-8607,처갓집
510,cheogajip,괴정샘터점,부산광역시,사하구,"부산광역시 사하구 낙동대로 233번길 59, 1층(괴정동)",051-201-2891,처갓집
511,cheogajip,월성점,대구광역시,달서구,대구광역시 달서구 월성동 84-5 월성주공1단지 나동 103호,053-638-8979,처갓집
512,cheogajip,고잔점,경기도,안산시,경기도 안산시 단원구 고잔동 696-3,031-485-9277,처갓집
513,cheogajip,고령덕곡점,경북,고령군,경북 고령군 덕곡면 덕운로 586,054-956-2731,처갓집
514,cheogajip,고성점,대구광역시,북구,대구광역시 북구 고성북로3 101동 1층 4호,053-352-1225,처갓집
515,cheogajip,복현점,대구광역시,북구,대구광역시 북구 복현2동 134-2,053-382-9279,처갓집
516,cheogajip,동래점,부산광역시,동래구,"부산광역시 동래구 충렬대로218번길 26, 비동 1층(수안동)",051-558-9989,처갓집
517,cheogajip,오전점,경기도,의왕시,"경기도 의왕시 등칙골4길 14, 1층 103호(오전동)",031-453-9221,처갓집
518,cheogajip,화정점,울산광역시,동구,울산광역시 동구 대송8길 31(화정동),052-922-4068,처갓집
519,cheogajip,오산운암점,경기도,오산시,경기도 오산시 원동로6 (원동),031-378-0987,처갓집
520,cheogajip,와동점,경기도,안산시,경기도 안산시 단원구 화정천동로 2안길 28,031-482-9281,처갓집
521,cheogajip,대화점,경기,고양시,"경기 고양시 일산서구 강성로 271 (대화동,대화씨티빌 101호)",031-911-3856,처갓집
522,cheogajip,신주례점,부산광역시,사상구,부산광역시 사상구 백양대로 500번길 1,051-315-9992,처갓집
523,cheogajip,진주신평점,경남,진주시,"경남 진주시 신평공원길 25번길 8-4,1층",055-741-7979,처갓집
524,cheogajip,봉곡사림점,경남,창원시,"경남 창원시 의창구 봉곡로 50,1층(봉곡동)",055-277-8295,처갓집
525,cheogajip,구로점,서울특별시,구로구,서울특별시 구로구 구로중앙로 28길 31-7,02-869-9992,처갓집
526,cheogajip,헬리오시티점,서울특별시,송파구,서울특별시 송파구 가락로 16길 2-26 (석촌동),02-423-9281,처갓집
527,cheogajip,남동탄점,경기도,화성시,경기도 화성시 동탄대로4길95 (장지동),031-376-4492,처갓집
528,cheogajip,명지국제신도시점,부산광역시,강서구,"부산광역시 강서구 명지국제5로 14, 1층 101호(명지동, 서진빌딩)",051-968-7888,처갓집
529,cheogajip,평창점,강원도,평창군,강원도 평창군 평창읍 백오1길 33,033-333-0009,처갓집
530,cheogajip,여주교동점,경기도,여주시,경기도 여주시 세종로 254-16 (교동),031-881-3799,처갓집
531,cheogajip,도원점,대구광역시,달서구,대구광역시 달서구 도원남로56 산새마을 분산상가 1층 103호,053-641-0041,처갓집
532,cheogajip,장산역점,부산광역시,해운대구,"부산광역시 해운대구 세실로 7, 104호(좌동, 해운대상록아파트상가)",051-703-0678,처갓집
533,cheogajip,이천점,경기도,이천시,경기도 이천시 관고동 12-4,031-633-1823,처갓집
534,cheogajip,부곡점,부산광역시,금정구,부산광역시 금정구 동현로 23(부곡동),051-581-7890,처갓집
535,cheogajip,석산점,경상남도,양산시,경상남도 양산시 동면 금오7길 24,055-363-9911,처갓집
536,cheogajip,상동점,경남,거제시,경남 거제시 거제중앙로3길 14-2(상동동),055-635-9290,처갓집
537,cheogajip,소사벌점,경기도,평택시,경기도 평택시 비전동 1053,031-656-8292,처갓집
538,cheogajip,동탄중앙점,경기도,화성시,경기도 화성시 동탄산척로 2나길 6-7 (산척동),031-375-8292,처갓집
539,cheogajip,항구영일대점,경상북도,포항시,경상북도 포항시 북구 아호로 3,054-253-9996,처갓집
540,cheogajip,반야월점,대구광역시,동구,대구광역시 동구 안심로41길 47,053-964-0797,처갓집
541,cheogajip,테크노폴리스점,대구광역시,달성군,대구광역시 달성군 유가읍 테크노중앙대로 326-35,053-611-6265,처갓집
542,cheogajip,비전점,경기도,평택시,경기도 평택시 중앙로235 (비전동),031-658-9989,처갓집
543,cheogajip,비산점,경기도,안양시,경기도 안양시 동안구 평촌대로408 (비산동),031-387-1112,처갓집
544,cheogajip,부곡점,경기도,의왕시,경기도 의왕시 삼동 150-16,031-462-9233,처갓집
545,cheogajip,홍성점,충남,홍성군,충남 홍성군 홍성읍 문화로 74,041-633-9982,처갓집
546,cheogajip,율량점,충북,청주시,충북 청주시 청원구 율량로190번길19,043-903-0991,처갓집
547,cheogajip,증평점,충북,증평군,충북 증평군 증평읍 문화로83,043-838-8977,처갓집
548,cheogajip,송강테크로점,대전시,유성구,대전시 유성구 구즉로48번길10,042-935-9294,처갓집
549,cheogajip,몰운대롯데캐슬점,부산광역시,사하구,"부산광역시 사하구 다대낙조2길 100, 101호(다대동,롯데캐슬몰운대아파트부상가)",051-262-9252,처갓집
550,cheogajip,대구옥포돌미점,대구시,달성군,대구시 달성군 옥포면 돌미상업로2길 26,053-615-9986,처갓집
551,cheogajip,영양점,경상북도,영양군,경상북도 영양군 영양읍 중앙로 111,054-682-1950,처갓집
552,cheogajip,배곧점,경기도,시흥시,경기도 시흥시 배곧4로 32-27,031-432-9998,처갓집
553,cheogajip,광주점,경기도,광주시,경기도 광주시 송정동111-1,031-761-2274,처갓집
554,cheogajip,신하점,경기도,이천시,경기도 이천시 부발읍 신하리 432-15,031-636-8726,처갓집
555,cheogajip,관양점,경기도,안양시,경기도 안양시 동안구 관양동 1423,031-425-5211,처갓집
556,cheogajip,중동점,경기도,부천시,경기도 부천시 원미구 부흥로 272번길 22,032-321-7636,처갓집
557,cheogajip,일죽점,경기도,안성시,경기도 안성시 일죽면 송천리 28-4,031-672-9385,처갓집
558,cheogajip,인계점,경기도,수원시,경기도 수원시 팔달구 중부대로 80,031-222-9117,처갓집
559,cheogajip,이천사동점,경기도,이천시,경기도 이천시 대월면 사동리 182-2,031-638-9013,처갓집
560,cheogajip,은행점,경기도,시흥시,"경기도 시흥시 시흥대로 1074번길 28,106호(은행동, 녹원아파트 상가동)",031-312-9999,처갓집
561,cheogajip,월곶점,경기도,시흥시,경기도 시흥시 월곶동 995,031-318-9292,처갓집
562,cheogajip,우만점,경기도,수원시,경기도 수원시 팔달구 세지로421번길 37 (우만동),031-256-0903,처갓집
563,cheogajip,호법점,경기도,이천시,경기도 이천시 호법면 후안리 267-4,031-632-9949,처갓집
564,cheogajip,하안8점,경기도,광명시,경기도 광명시 하안동 260-2 8단지상가 104-2,02-802-4070,처갓집
565,cheogajip,하안12점,경기도,광명시,경기도 광명시 하안동 62-4  1층 3호,02-806-5772,처갓집
566,cheogajip,하안11점,경기도,광명시,경기도 광명시 하안동 30-5  10 단지상가  104,02-803-2993,처갓집
567,cheogajip,포일점,경기도,안양시,경기도 안양시 동안구 흥안대로 427번길 38,031-425-1145,처갓집
568,cheogajip,포도원점,경기도,안양시,경기도 안양시 동안구 호계3동 811 현대홈타운상가 107,031-452-0827,처갓집
569,cheogajip,평촌5점,경기도,안양시,경기도 안양시 동안구 평촌동 898-2 초원아파트상가110,031-387-2134,처갓집
570,cheogajip,태전점,경기도,광주시,경기도 광주시 태전동 688-1,031-762-9525,처갓집
571,cheogajip,철산점,경기도,광명시,경기도 광명시 철산동 240  주공13단지 상가동,02-2682-3230,처갓집
572,cheogajip,천리점,경기도,용인시,경기도 용인시 이동면 천리 56-6,031-333-5784,처갓집
573,cheogajip,안양중앙점,경기,안양시,경기 안양시 만안구 삼덕로 80-1 (안양동) 1층,031-444-5592,처갓집
574,cheogajip,안성점,경기도,안성시,경기도 안성시 도기 4길 9(도기동),031-671-9282,처갓집
575,cheogajip,신천리점,경기도,시흥시,경기도 시흥시 호현로49번안길 1(대야동),031-312-9709,처갓집
576,cheogajip,신갈점,경기도,용인시,경기도 용인시 기흥구 신구로 38 청솔학원,031-274-5060,처갓집
577,cheogajip,소사점,경기도,부천시,"경기도 부천시 소사구 소사로202번길 27, 1층(소사본동)",032-325-8787,처갓집
578,cheogajip,성포점,경기도,안산시,경기도 안산시 상록구 성포동 592-2,031-487-8900,처갓집
579,cheogajip,석수엘지점,경기도,안양시,경기도 안양시 만안구 석수동 415-2 엘지빌리지 상가,031-474-5592,처갓집
580,cheogajip,샘마을점,경기도,안양시,경기도 안양시 동안구 호계동 1116 샘마을상가 1층,031-453-9992,처갓집
581,cheogajip,산본점,경기도,군포시,경기도 군포시 산본동 1069-3 (1층),031-393-9282,처갓집
582,cheogajip,북내점,경기도,여주시,경기도 여주시 북내면 여양2로 274,031-883-5320,처갓집
583,cheogajip,케이준 부곡점,경기도,안산시,경기도 안산시 상록구 성호로 340,031-406-9979,처갓집
584,cheogajip,보정점,경기도,용인시,경기도 용인시 기흥구 죽현로8-20,031-272-9259,처갓집
585,cheogajip,범계점,경기도,안양,경기도 안양 동안 비산 1102 관악타운 상가122,031-381-8238,처갓집
586,cheogajip,백암점,경기도,용인시,경기도 용인시 처인구 백암면 백암리 391번지,031-321-9282,처갓집
587,cheogajip,백사점,경기도,이천시,경기도 이천시 백사면 현방리 67-12,031-632-0746,처갓집
588,cheogajip,박달점,경기도,안양시,경기도 안양시 만안구 박달동 149-1,031-468-3392,처갓집
589,cheogajip,미양점,경기도,안성시,경기도 안성시 미양면 보체리 405 상가 501동 101호,031-675-9258,처갓집
590,cheogajip,모현점,경기도,용인시,경기도 용인시 처인구 모현면 일산리112-82,031-333-9952,처갓집
591,cheogajip,만선점,경기도,광주시,경기도 광주시 곤지암읍 만선로 45,031-798-5525,처갓집
592,cheogajip,둔전점,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로 118번길 24-11,031-334-7292,처갓집
593,cheogajip,능평점,경기도,광주시,경기도 광주시 오포읍 수레실길 5,031-726-9253,처갓집
594,cheogajip,금정점,경기도,군포시,경기도 군포시 금정동 79-1 1층,031-458-3888,처갓집
595,cheogajip,군포점,경기도,군포시,경기도 군포시 당동 914-5번지,031-392-9295,처갓집
596,cheogajip,구성점,경기도,용인시,"경기도 용인시 기흥구 구성로 186(언남동, 신일푸른솔아파트단지내 1층",031-274-9282,처갓집
597,cheogajip,공도점,경기도,안성시,경기도 안성시 공도읍 고무다리길 3,031-658-9280,처갓집
598,cheogajip,거모점,경기도,시흥시,경기도 시흥시 군자로504번안길 12(거모동),031-508-3398,처갓집
599,cheogajip,이천갈산점,경기도,이천시,경기도 이천시 갈산로 87번길 4(갈산동),031-635-3792,처갓집
600,cheogajip,가남점,경기도,여주시,경기도 여주시 가남읍 태평중앙1길 8-10,031-884-7718,처갓집
601,cheogajip,한솔새롬점,세종시,누리로28,세종시 누리로28,044-862-9283,처갓집
602,cheogajip,금정산SK점,부산광역시,금정구,"부산광역시 금정구 식물원로 82, 302동 201호(장전동, 금정에스케이뷰)",051-514-0123,처갓집
603,cheogajip,평촌2호점,경기도,안양시,경기도 안양시 동안구 평촌대로127번길 38,031-385-9288,처갓집
604,cheogajip,목감점,경기도,시흥시,경기도 시흥시 목감중앙로 20,031-414-0056,처갓집
605,cheogajip,시화3점,경기도,시흥시,경기도 시흥시 정왕대로28번길31,031-433-1457,처갓집
606,cheogajip,시화2점,경기도,시흥시,"경기도 시흥시 옥구천서로373번길 43, 104호(정왕동, 주공1단지분산상가)",031-433-8292,처갓집
607,cheogajip,정관롯데캐슬점,부산광역시,기장군,"부산광역시 기장군 정관읍 정관3로 52, 상가동 101호(롯데캐슬)",051-728-5595,처갓집
608,cheogajip,호계2점,경기도,안양시,경기도 안양시 동안구 호계동 912-2,031-457-1288,처갓집
609,cheogajip,향남2점,경기도,화성시,경기도 화성시 향남읍 신광길 19. 102호,031-352-5464,처갓집
610,cheogajip,신림역점,서울특별시,관악구,서울특별시 관악구 신림동길40,02-871-8588,처갓집
611,cheogajip,동삭점,경기도,평택시,"경기도 평택시 동삭로 397 상가동 104,105호",031-652-5092,처갓집
612,cheogajip,길동점,서울시,강동구,서울시 강동구 길동 351-7,02-470-2933,처갓집
613,cheogajip,괴안점,경기도,부천시,경기도 부천시 소사구 괴안동 89-1,032-347-5661,처갓집
614,cheogajip,덕진하가점,전북,전주시,전북 전주시 덕진구 가리내5길 16 103호(덕진동2가),050-4308-7522,처갓집
615,cheogajip,산하1호점,울산광역시,북구,"울산광역시 북구 화암6길 14, 1층 101호(산하동)",052-282-3569,처갓집
616,cheogajip,부곡월산점,경상남도,김해시,"경상남도 김해시 월산로 111-67,1 1층 105호(부곡동, 신화프라자)",055-335-2288,처갓집
617,cheogajip,사상점,부산광역시,사상구,"부산광역시 사상구 광장로 81번길 90, 1층 (괘법동)",051-316-9292,처갓집
618,cheogajip,아주점,경남,거제시,"경남 거제시 아주1로1길 7-2,1층(아주동)",055-682-7575,처갓집
619,cheogajip,대소점,충북,음성군,충북 음성군 대소면 오태로 75-1,043-882-5592,처갓집
620,cheogajip,진천장관점,충북,진천군,충북 진천군 진천읍 장관2길 139-1,043-533-1355,처갓집
621,cheogajip,삼성2점,대전,동구,대전 동구 현암로 36,042-621-1504,처갓집
622,cheogajip,금왕점,충북,음성군,충북 음성군 금왕읍 탑골길 48,043-878-5284,처갓집
623,cheogajip,경산남산점,경북,경산시,경북 경산시 남산면 산양길 9,053-851-5999,처갓집
624,cheogajip,원성점,충남,천안시,충남 천안시 동남구 버들로127,041-567-9979,처갓집
625,cheogajip,가양점,서울,강서,서울 강서 가양 1475 강변아파트상가 203,02-2668-9306,처갓집
626,cheogajip,방화점,서울특별시,강서구,"서울특별시 강서구 방화대로33길 17 (방화동,1층)",02-2064-7670,처갓집
627,cheogajip,신풍역점,서울특별시,영등포구,"서울특별시 영등포구 신길로 108(신길동,남서울 아파트상가.신길동3591)",02-842-7979,처갓집
628,cheogajip,신대방점,서울시,동작구,서울시 동작구 대방동 409-10,02-812-0085,처갓집
629,cheogajip,암사점,서울,강동구,서울 강동구 암사동 425-197번지,02-427-9255,처갓집
630,cheogajip,송파점,서울,송파구,서울 송파구 송파동 135-18 102호,02-419-4734,처갓집
631,cheogajip,문정점,서울,송파구,서울 송파구 동남로4길 24,02-403-9761,처갓집
632,cheogajip,삼전점,서울시,송파,서울시 송파 삼전 167-17,02-419-5544,처갓집
633,cheogajip,신천점,서울시,송파,서울시 송파 잠실 185-9,02-423-5183,처갓집
634,cheogajip,잠원점,서울,서초구,서울 서초구 잠원동 53번지 현대상사 1층 6호,02-592-2244,처갓집
635,cheogajip,방배점,서울,서초구,서울 서초구 방배동 868-28번지,02-594-6866,처갓집
636,cheogajip,양재점,서울,서초구,서울 서초구 양재동 6-37번지,02-576-9204,처갓집
637,cheogajip,대치점,서울,강남구,서울 강남구 대치동 922-14번지,02-562-9282,처갓집
